rank,rider,team,b,p,year,distance_km,number_of_stages,time_sec,time_gap_to_winner_sec,result_type
70,Simone Stortoni,Lampre - ISD,,,2012,3497,21,323306,8019,time
71,Kevin De Weert,Omega Pharma-Quick Step,,,2012,3497,21,323316,8029,time
72,Sylvester Szmyd,Liquigas - Cannondale,,,2012,3497,21,323462,8175,time
73,Pieter Weening,Orica GreenEDGE,,,2012,3497,21,323537,8250,time
74,Christophe Riblon,AG2R La Mondiale,,,2012,3497,21,323538,8251,time
75,Jorge Azanza Soto,Euskaltel - Euskadi,,,2012,3497,21,323625,8338,time
76,Guillaume Levarlet,Saur - Sojasun,,,2012,3497,21,323670,8383,time
77,Yaroslav Popovych,RadioShack - Nissan,,,2012,3497,21,323803,8516,time
78,Vasili Kiryienka,Movistar Team,,,2012,3497,21,323809,8522,time
79,Andrey Kashechkin,Astana Pro Team,,,2012,3497,21,323876,8589,time
80,Simon Gerrans,Orica GreenEDGE,,,2012,3497,21,323962,8675,time
81,Marco Marzano,Lampre - ISD,,,2012,3497,21,323973,8686,time
82,Adam James Hansen,Lotto-Belisol Team,,,2012,3497,21,324016,8729,time
83,Christian Knees,Sky Procycling,,,2012,3497,21,324090,8803,time
84,Christophe Kern,Team Europcar,,,2012,3497,21,324228,8941,time
85,Yukiya Arashiro,Team Europcar,,,2012,3497,21,324240,8953,time
86,Matthieu Ladagnous,FDJ - BigMat,,,2012,3497,21,324481,9194,time
87,Danilo Hondo,Lampre - ISD,,,2012,3497,21,324762,9475,time
88,Ruben Perez Moreno,Euskaltel - Euskadi,,,2012,3497,21,324763,9476,time
89,Martin Velits,Omega Pharma-Quick Step,,,2012,3497,21,324934,9647,time
90,Blel Kadri,AG2R La Mondiale,,,2012,3497,21,324961,9674,time
91,Romain Zingle,Cofidis Le Credit En Ligne,,,2012,3497,21,324991,9704,time
92,Brice Feillu,Saur - Sojasun,,,2012,3497,21,324997,9710,time
93,Julien Simon,Saur - Sojasun,,,2012,3497,21,325251,9964,time
94,Michael Mørkøv,Team Saxo Bank - Tinkoff Bank,,,2012,3497,21,325261,9974,time
95,Arthur Vichot,FDJ - BigMat,,,2012,3497,21,325298,10011,time
96,Stephen Cummings,BMC Racing Team,,,2012,3497,21,325310,10023,time
97,Lars Bak Ytting,Lotto-Belisol Team,,,2012,3497,21,325372,10085,time
98,Stuart O'grady,Orica GreenEDGE,,,2012,3497,21,325518,10231,time
99,Kristijan Koren,Liquigas - Cannondale,,,2012,3497,21,325581,10294,time
100,Nicki Sorensen,Team Saxo Bank - Tinkoff Bank,,,2012,3497,21,325678,10391,time
101,David Zabriskie,Garmin-Sharp,,,2012,3497,21,325693,10406,time
102,Ruben Plaza Molina,Movistar Team,,,2012,3497,21,325702,10415,time
103,Francis De Greef,Lotto-Belisol Team,,,2012,3497,21,325719,10432,time
104,Koen De Kort,Team Argos - Shimano,,,2012,3497,21,325740,10453,time
105,Jurgen Roelandts,Lotto-Belisol Team,,,2012,3497,21,325791,10504,time
106,Daniel Oss,Liquigas - Cannondale,,,2012,3497,21,325811,10524,time
107,David Millar,Garmin-Sharp,,,2012,3497,21,325811,10524,time
108,Samuel Dumoulin,Cofidis Le Credit En Ligne,,,2012,3497,21,325849,10562,time
109,Luca Paolini,Katusha Team,,,2012,3497,21,325868,10581,time
110,Manuel Quinziato,BMC Racing Team,,,2012,3497,21,325874,10587,time
111,Michael Albasini,Orica GreenEDGE,,,2012,3497,21,325927,10640,time
112,Daryl Impey,Orica GreenEDGE,,,2012,3497,21,325936,10649,time
113,Jérôme Pineau,Omega Pharma-Quick Step,,,2012,3497,21,325965,10678,time
114,Matthieu Sprick,Team Argos - Shimano,,,2012,3497,21,325982,10695,time
115,Federico Canuti,Liquigas - Cannondale,,,2012,3497,21,326008,10721,time
116,Kris Boeckmans,Vacansoleil - DCM,,,2012,3497,21,326264,10977,time
117,Maxim Iglinskiy,Astana Pro Team,,,2012,3497,21,326305,11018,time
118,Baden Cooke,Orica GreenEDGE,,,2012,3497,21,326357,11070,time
119,Alessandro Vanotti,Liquigas - Cannondale,,,2012,3497,21,326366,11079,time
120,Joan Horrach,Katusha Team,,,2012,3497,21,326474,11187,time
121,Matthew Harley Goss,Orica GreenEDGE,,,2012,3497,21,326502,11215,time
122,Nick Nuyens,Team Saxo Bank - Tinkoff Bank,,,2012,3497,21,326596,11309,time
123,Sébastien Hinault,AG2R La Mondiale,,,2012,3497,21,326624,11337,time
124,André Greipel,Lotto-Belisol Team,,,2012,3497,21,326629,11342,time
125,Gregory Henderson,Lotto-Belisol Team,,,2012,3497,21,326873,11586,time
126,Bert Grabsch,Omega Pharma-Quick Step,,,2012,3497,21,326873,11586,time
127,Anthony Roux,FDJ - BigMat,,,2012,3497,21,327085,11798,time
128,Anders Lund,Team Saxo Bank - Tinkoff Bank,,,2012,3497,21,327114,11827,time
129,Nicolas Edet,Cofidis Le Credit En Ligne,,,2012,3497,21,327123,11836,time
130,Borut Bozic,Astana Pro Team,,,2012,3497,21,327151,11864,time
131,Luis Angel Mate Mardones,Cofidis Le Credit En Ligne,,,2012,3497,21,327178,11891,time
132,Jean Marc Marino,Saur - Sojasun,,,2012,3497,21,327187,11900,time
133,Marcel Sieberg,Lotto-Belisol Team,,,2012,3497,21,327263,11976,time
134,Cedric Pineau,FDJ - BigMat,,,2012,3497,21,327311,12024,time
135,Pablo Urtasun Perez,Euskaltel - Euskadi,,,2012,3497,21,327381,12094,time
136,Roy Curvers,Team Argos - Shimano,,,2012,3497,21,327511,12224,time
137,Cyril Lemoine,Saur - Sojasun,,,2012,3497,21,327522,12235,time
138,Jonathan Cantwell,Team Saxo Bank - Tinkoff Bank,,,2012,3497,21,327595,12308,time
139,Yann Huguet,Team Argos - Shimano,,,2012,3497,21,327690,12403,time
140,Yohann Gene,Team Europcar,,,2012,3497,21,327705,12418,time
141,Juan Jose Haedo,Team Saxo Bank - Tinkoff Bank,,,2012,3497,21,327735,12448,time
142,Patrick Gretsch,Team Argos - Shimano,,,2012,3497,21,327756,12469,time
143,Mark Cavendish,Sky Procycling,,,2012,3497,21,327803,12516,time
144,Karsten Kroon,Team Saxo Bank - Tinkoff Bank,,,2012,3497,21,327823,12536,time
145,Bram Tankink,Rabobank Cycling Team,,,2012,3497,21,327971,12684,time
146,Aliaksandr Kuchynski,Katusha Team,,,2012,3497,21,328391,13104,time
147,Bernhard Eisel,Sky Procycling,,,2012,3497,21,328415,13128,time
148,Johan Van Summeren,Garmin-Sharp,,,2012,3497,21,328488,13201,time
149,Albert Timmer,Team Argos - Shimano,,,2012,3497,21,328524,13237,time
150,Julien Fouchard,Cofidis Le Credit En Ligne,,,2012,3497,21,328638,13351,time
151,Sebastian Langeveld,Orica GreenEDGE,,,2012,3497,21,329099,13812,time
152,Tyler Farrar,Garmin-Sharp,,,2012,3497,21,329372,14085,time
153,Jan Ghyselinck,Cofidis Le Credit En Ligne,,,2012,3497,21,329511,14224,time
154,Jimmy Engoulvent,Saur - Sojasun,,,2012,3497,21,329543,14256,time
1,Chris Froome,Sky Procycling,,,2013,3404,21,302200,0,time
2,Nairo Quintana,Movistar Team,,,2013,3404,21,302460,260,time
3,Joaquin Rodriguez Oliver,Katusha Team,,,2013,3404,21,302504,304,time
4,Alberto Contador,Team Saxo - Tinkoff,,,2013,3404,21,302587,387,time
5,Roman Kreuziger,Team Saxo - Tinkoff,,,2013,3404,21,302647,447,time
6,Bauke Mollema,Belkin Pro Cycling,,,2013,3404,21,302902,702,time
7,Jakob Fuglsang,Astana Pro Team,,,2013,3404,21,302937,737,time
8,Alejandro Valverde,Movistar Team,,,2013,3404,21,303126,926,time
9,Daniel Navarro Garcia,"Cofidis, Solutions Credits",,,2013,3404,21,303152,952,time
10,Andrew Talansky,Garmin - Sharp,,,2013,3404,21,303259,1059,time
11,Michal Kwiatkowski,Omega Pharma-Quick Step,,,2013,3404,21,303339,1139,time
12,Mikel Nieve Iturralde,Euskaltel - Euskadi,,,2013,3404,21,303401,1201,time
13,Laurens Ten Dam,Belkin Pro Cycling,,,2013,3404,21,303499,1299,time
14,Maxime Monfort,Radioshack Leopard,,,2013,3404,21,303618,1418,time
15,Romain Bardet,AG2R La Mondiale,,,2013,3404,21,303802,1602,time
16,Michael Rogers,Team Saxo - Tinkoff,,,2013,3404,21,303811,1611,time
17,Daniel Moreno Fernandez,Katusha Team,,,2013,3404,21,304154,1954,time
18,Jan Bakelants,Radioshack Leopard,,,2013,3404,21,304351,2151,time
19,Richie Porte,Sky Procycling,,,2013,3404,21,304581,2381,time
20,Andy Schleck,Radioshack Leopard,,,2013,3404,21,304706,2506,time
21,José Serpa,Lampre - Merida,,,2013,3404,21,304908,2708,time
22,John Gadret,AG2R La Mondiale,,,2013,3404,21,304960,2760,time
23,Igor Anton Hernandez,Euskaltel - Euskadi,,,2013,3404,21,305087,2887,time
24,Pierre Rolland,Team Europcar,,,2013,3404,21,305335,3135,time
25,Peter Velits,Omega Pharma-Quick Step,,,2013,3404,21,305440,3240,time
26,Robert Gesink,Belkin Pro Cycling,,,2013,3404,21,305465,3265,time
27,Rui Costa,Movistar Team,,,2013,3404,21,305474,3274,time
28,Wouter Poels,Vacansoleil - DCM,,,2013,3404,21,305593,3393,time
29,Arnold Jeannesson,FDJ.fr,,,2013,3404,21,305626,3426,time
30,Andreas Klöden,Radioshack Leopard,,,2013,3404,21,305963,3763,time
31,Sylvain Chavanel,Omega Pharma-Quick Step,,,2013,3404,21,306021,3821,time
32,Cyril Gautier,Team Europcar,,,2013,3404,21,306562,4362,time
33,Daniel Martin,Garmin - Sharp,,,2013,3404,21,306588,4388,time
34,Hubert Dupont,AG2R La Mondiale,,,2013,3404,21,306699,4499,time
35,Steve Morabito,BMC Racing Team,,,2013,3404,21,307039,4839,time
36,Haimar Zubeldia,Radioshack Leopard,,,2013,3404,21,307262,5062,time
37,Christophe Riblon,AG2R La Mondiale,,,2013,3404,21,307477,5277,time
38,Bart De Clercq,Lotto-Belisol,,,2013,3404,21,307486,5286,time
39,Cadel Evans,BMC Racing Team,,,2013,3404,21,307614,5414,time
40,Nicolas Roche,Team Saxo - Tinkoff,,,2013,3404,21,307857,5657,time
41,Tom Dumoulin,Team Argos - Shimano,,,2013,3404,21,307870,5670,time
42,Mikel Astarloza,Euskaltel - Euskadi,,,2013,3404,21,307987,5787,time
43,Jesus Alberto Hernandez Blazquez,Team Saxo - Tinkoff,,,2013,3404,21,308000,5800,time
44,Alexandre Geniez,FDJ.fr,,,2013,3404,21,308086,5886,time
45,Tejay Van Garderen,BMC Racing Team,,,2013,3404,21,308137,5937,time
46,Alexis Vuillermoz,Sojasun,,,2013,3404,21,308205,6005,time
47,Ruben Plaza Molina,Movistar Team,,,2013,3404,21,308235,6035,time
48,Eduard Vorganov,Katusha Team,,,2013,3404,21,308361,6161,time
49,Davide Malacarne,Team Europcar,,,2013,3404,21,308490,6290,time
50,Lars Petter Nordhaug,Belkin Pro Cycling,,,2013,3404,21,308782,6582,time
51,Yury Trofimov,Katusha Team,,,2013,3404,21,308794,6594,time
52,Maxime Mederel,Sojasun,,,2013,3404,21,308981,6781,time
53,Laurent Didier,Radioshack Leopard,,,2013,3404,21,309333,7133,time
54,Andrey Amador,Movistar Team,,,2013,3404,21,309339,7139,time
55,Damiano Cunego,Lampre - Merida,,,2013,3404,21,309378,7178,time
56,Amael Moinard,BMC Racing Team,,,2013,3404,21,309403,7203,time
57,Przemyslaw Niemiec,Lampre - Merida,,,2013,3404,21,309428,7228,time
58,Tony Gallopin,Radioshack Leopard,,,2013,3404,21,309579,7379,time
59,Pierrick Fedrigo,FDJ.fr,,,2013,3404,21,309659,7459,time
60,Thomas Danielson,Garmin - Sharp,,,2013,3404,21,309728,7528,time
61,Guillaume Levarlet,"Cofidis, Solutions Credits",,,2013,3404,21,309821,7621,time
62,Philippe Gilbert,BMC Racing Team,,,2013,3404,21,309831,7631,time
63,Jérôme Coppel,"Cofidis, Solutions Credits",,,2013,3404,21,309953,7753,time
64,Bram Tankink,Belkin Pro Cycling,,,2013,3404,21,310012,7812,time
65,Thomas Voeckler,Team Europcar,,,2013,3404,21,310168,7968,time
66,Arthur Vichot,FDJ.fr,,,2013,3404,21,310306,8106,time
67,Jens Voigt,Radioshack Leopard,,,2013,3404,21,310309,8109,time
68,Simon Clarke,Orica GreenEDGE,,,2013,3404,21,310614,8414,time
69,Ion Izaguirre Insausti,Euskaltel - Euskadi,,,2013,3404,21,310692,8492,time
70,Ryder Hesjedal,Garmin - Sharp,,,2013,3404,21,310701,8501,time
71,Alessandro De Marchi,Cannondale,,,2013,3404,21,310791,8591,time
72,Adam James Hansen,Lotto-Belisol,,,2013,3404,21,310795,8595,time
73,Rudy Molard,"Cofidis, Solutions Credits",,,2013,3404,21,310925,8725,time
74,Daryl Impey,Orica GreenEDGE,,,2013,3404,21,310997,8797,time
75,Simon Geschke,Team Argos - Shimano,,,2013,3404,21,311062,8862,time
76,Manuele Mori,Lampre - Merida,,,2013,3404,21,311099,8899,time
77,Peter Kennaugh,Sky Procycling,,,2013,3404,21,311426,9226,time
78,Juan José Oroz Ugalde,Euskaltel - Euskadi,,,2013,3404,21,311435,9235,time
79,José Rojas,Movistar Team,,,2013,3404,21,311445,9245,time
80,Simon Gerrans,Orica GreenEDGE,,,2013,3404,21,311476,9276,time
81,Julien El Fares,Sojasun,,,2013,3404,21,311588,9388,time
82,Peter Sagan,Cannondale,,,2013,3404,21,311731,9531,time
83,Sergey Lagutin,Vacansoleil - DCM,,,2013,3404,21,311735,9535,time
84,Francesco Gavazzi,Astana Pro Team,,,2013,3404,21,311748,9548,time
85,Manuel Quinziato,BMC Racing Team,,,2013,3404,21,311774,9574,time
86,Michael Albasini,Orica GreenEDGE,,,2013,3404,21,311822,9622,time
87,Julien Simon,Sojasun,,,2013,3404,21,311884,9684,time
88,Luis Angel Mate Mardones,"Cofidis, Solutions Credits",,,2013,3404,21,312008,9808,time
89,Anthony Delaplace,Sojasun,,,2013,3404,21,312053,9853,time
90,Kanstantsin Siutsou,Sky Procycling,,,2013,3404,21,312083,9883,time
91,Brent Bookwalter,BMC Racing Team,,,2013,3404,21,312105,9905,time
92,Matteo Tosatto,Team Saxo - Tinkoff,,,2013,3404,21,312259,10059,time
93,Juan Antonio Flecha Giannoni,Vacansoleil - DCM,,,2013,3404,21,312283,10083,time
94,Moreno Moser,Cannondale,,,2013,3404,21,312607,10407,time
95,Enrico Gasparotto,Astana Pro Team,,,2013,3404,21,312616,10416,time
96,Thomas De Gendt,Vacansoleil - DCM,,,2013,3404,21,312621,10421,time
97,Jonathan Castroviejo Nicolas,Movistar Team,,,2013,3404,21,312621,10421,time
98,Marcus Burghardt,BMC Racing Team,,,2013,3404,21,312641,10441,time
99,Yukiya Arashiro,Team Europcar,,,2013,3404,21,312693,10493,time
100,Kristijan Koren,Cannondale,,,2013,3404,21,312823,10623,time
101,Johnny Hoogerland,Vacansoleil - DCM,,,2013,3404,21,312879,10679,time
102,Rein Taaramäe,"Cofidis, Solutions Credits",,,2013,3404,21,312949,10749,time
103,Markel Irizar Arranburu,Radioshack Leopard,,,2013,3404,21,312979,10779,time
104,Brice Feillu,Sojasun,,,2013,3404,21,312985,10785,time
105,Lars Boom,Belkin Pro Cycling,,,2013,3404,21,313172,10972,time
106,Tony Martin,Omega Pharma-Quick Step,,,2013,3404,21,313325,11125,time
107,Daniele Bennati,Team Saxo - Tinkoff,,,2013,3404,21,313355,11155,time
108,Lars Bak Ytting,Lotto-Belisol,,,2013,3404,21,313432,11232,time
109,Alberto Losada Alguacil,Katusha Team,,,2013,3404,21,313446,11246,time
110,Pavel Brutt,Katusha Team,,,2013,3404,21,313587,11387,time
111,Alan Marangoni,Cannondale,,,2013,3404,21,313601,11401,time
112,Cyril Lemoine,Sojasun,,,2013,3404,21,313698,11498,time
113,David Millar,Garmin - Sharp,,,2013,3404,21,313865,11665,time
114,Maciej Bodnar,Cannondale,,,2013,3404,21,313915,11715,time
115,Egoitz Garcia Echeguibel,"Cofidis, Solutions Credits",,,2013,3404,21,313988,11788,time
116,Jean Marc Marino,Sojasun,,,2013,3404,21,313990,11790,time
117,Fabio Sabatini,Cannondale,,,2013,3404,21,314120,11920,time
118,Imanol Erviti,Movistar Team,,,2013,3404,21,314152,11952,time
119,Gatis Smukulis,Katusha Team,,,2013,3404,21,314266,12066,time
120,Ramunas Navardauskas,Garmin - Sharp,,,2013,3404,21,314289,12089,time
121,John Degenkolb,Team Argos - Shimano,,,2013,3404,21,314403,12203,time
122,Romain Sicard,Euskaltel - Euskadi,,,2013,3404,21,314434,12234,time
123,David Veilleux,Team Europcar,,,2013,3404,21,314456,12256,time
124,Sébastien Minard,AG2R La Mondiale,,,2013,3404,21,314468,12268,time
125,Blel Kadri,AG2R La Mondiale,,,2013,3404,21,314637,12437,time
126,Jérémy Roy,FDJ.fr,,,2013,3404,21,314719,12519,time
127,David Lopez Garcia,Sky Procycling,,,2013,3404,21,314727,12527,time
128,Elia Favilli,Lampre - Merida,,,2013,3404,21,314879,12679,time
129,André Greipel,Lotto-Belisol,,,2013,3404,21,314927,12727,time
130,Cameron Meyer,Orica GreenEDGE,,,2013,3404,21,314934,12734,time
131,Sep Vanmarcke,Belkin Pro Cycling,,,2013,3404,21,315073,12873,time
132,Maarten Wynants,Belkin Pro Cycling,,,2013,3404,21,315226,13026,time
133,Murilo Antonio Fischer,FDJ.fr,,,2013,3404,21,315268,13068,time
134,Kévin Reza,Team Europcar,,,2013,3404,21,315311,13111,time
135,Ian Stannard,Sky Procycling,,,2013,3404,21,315329,13129,time
136,Sergio Miguel Moreira Paulinho,Team Saxo - Tinkoff,,,2013,3404,21,315338,13138,time
137,Davide Cimolai,Lampre - Merida,,,2013,3404,21,315431,13231,time
138,Koen De Kort,Team Argos - Shimano,,,2013,3404,21,315455,13255,time
139,Ruben Perez Moreno,Euskaltel - Euskadi,,,2013,3404,21,315595,13395,time
140,Geraint Thomas,Sky Procycling,,,2013,3404,21,315614,13414,time
141,Aliaksandr Kuchynski,Katusha Team,,,2013,3404,21,315702,13502,time
142,Matteo Trentin,Omega Pharma-Quick Step,,,2013,3404,21,315730,13530,time
143,Samuel Dumoulin,AG2R La Mondiale,,,2013,3404,21,315831,13631,time
144,Boy Van Poppel,Vacansoleil - DCM,,,2013,3404,21,315895,13695,time
145,Roy Curvers,Team Argos - Shimano,,,2013,3404,21,315910,13710,time
146,Johannes Fröhlinger,Team Argos - Shimano,,,2013,3404,21,315942,13742,time
147,Alexander Kristoff,Katusha Team,,,2013,3404,21,315990,13790,time
148,Mark Cavendish,Omega Pharma-Quick Step,,,2013,3404,21,316124,13924,time
149,Niki Terpstra,Omega Pharma-Quick Step,,,2013,3404,21,316125,13925,time
150,Thomas Leezer,Belkin Pro Cycling,,,2013,3404,21,316235,14035,time
151,Jonathan Hivert,Sojasun,,,2013,3404,21,316429,14229,time
152,Matthew Harley Goss,Orica GreenEDGE,,,2013,3404,21,316444,14244,time
153,Gert Steegmans,Omega Pharma-Quick Step,,,2013,3404,21,316554,14354,time
154,Brett Daniel Lancaster,Orica GreenEDGE,,,2013,3404,21,316619,14419,time
155,Brian Vandborg,Cannondale,,,2013,3404,21,316621,14421,time
156,Jérôme Cousin,Team Europcar,,,2013,3404,21,316670,14470,time
157,Roberto Ferrari,Lampre - Merida,,,2013,3404,21,316729,14529,time
158,Yohann Gene,Team Europcar,,,2013,3404,21,316786,14586,time
159,Jérôme Pineau,Omega Pharma-Quick Step,,,2013,3404,21,316791,14591,time
160,Jurgen Roelandts,Lotto-Belisol,,,2013,3404,21,316798,14598,time
161,Stuart O'grady,Orica GreenEDGE,,,2013,3404,21,316807,14607,time
162,Gregory Henderson,Lotto-Belisol,,,2013,3404,21,316866,14666,time
163,Frederik Willems,Lotto-Belisol,,,2013,3404,21,316918,14718,time
164,Albert Timmer,Team Argos - Shimano,,,2013,3404,21,317039,14839,time
165,Juan José Lobato Del Valle,Euskaltel - Euskadi,,,2013,3404,21,317079,14879,time
166,Marcel Kittel,Team Argos - Shimano,,,2013,3404,21,317208,15008,time
167,Dmitriy Muravyev,Astana Pro Team,,,2013,3404,21,317906,15706,time
168,Assan Bazayev,Astana Pro Team,,,2013,3404,21,318092,15892,time
169,Svein Tuft,Orica GreenEDGE,,,2013,3404,21,318275,16075,time
1,Vincenzo Nibali,Astana Pro Team,,,2014,3659,21,323946,0,time
2,Jean-Christophe Péraud,AG2R La Mondiale,,,2014,3659,21,324403,457,time
3,Thibaut Pinot,FDJ.fr,,,2014,3659,21,324441,495,time
4,Alejandro Valverde,Movistar Team,,,2014,3659,21,324526,580,time
5,Tejay Van Garderen,BMC Racing Team,,,2014,3659,21,324630,684,time
6,Romain Bardet,AG2R La Mondiale,,,2014,3659,21,324632,686,time
7,Leopold Konig,Team Netapp-Endura,,,2014,3659,21,324818,872,time
8,Haimar Zubeldia,Trek Factory Racing,,,2014,3659,21,325023,1077,time
9,Laurens Ten Dam,Belkin Pro Cycling,,,2014,3659,21,325037,1091,time
10,Bauke Mollema,Belkin Pro Cycling,,,2014,3659,21,325221,1275,time
11,Pierre Rolland,Team Europcar,,,2014,3659,21,325333,1387,time
12,Frank Schleck,Trek Factory Racing,,,2014,3659,21,325494,1548,time
13,Jurgen Van Den Broeck,Lotto-Belisol,,,2014,3659,21,325987,2041,time
14,Yury Trofimov,Team Katusha,,,2014,3659,21,326147,2201,time
15,Steven Kruijswijk,Belkin Pro Cycling,,,2014,3659,21,326241,2295,time
16,Brice Feillu,Bretagne - Seche Environnement,,,2014,3659,21,326585,2639,time
17,Christopher Horner,Lampre - Merida,,,2014,3659,21,326617,2671,time
18,Mikel Nieve Iturralde,Team Sky,,,2014,3659,21,326737,2791,time
19,John Gadret,Movistar Team,,,2014,3659,21,326796,2850,time
20,Tanel Kangert,Astana Pro Team,,,2014,3659,21,327077,3131,time
21,Ben Gastauer,AG2R La Mondiale,,,2014,3659,21,327426,3480,time
22,Geraint Thomas,Team Sky,,,2014,3659,21,327500,3554,time
23,Richie Porte,Team Sky,,,2014,3659,21,327614,3668,time
24,Jan Bakelants,Omega Pharma-Quick Step,,,2014,3659,21,327934,3988,time
25,Cyril Gautier,Team Europcar,,,2014,3659,21,328073,4127,time
26,Michael Rogers,Tinkoff - Saxo,,,2014,3659,21,328619,4673,time
27,Peter Velits,BMC Racing Team,,,2014,3659,21,328724,4778,time
28,Michal Kwiatkowski,Omega Pharma-Quick Step,,,2014,3659,21,328861,4915,time
29,Tony Gallopin,Lotto-Belisol,,,2014,3659,21,329310,5364,time
30,Arnold Jeannesson,FDJ.fr,,,2014,3659,21,329553,5607,time
31,Luis Angel Mate Mardones,"Cofidis, Solutions Credits",,,2014,3659,21,329758,5812,time
32,Marcel Wyss,IAM Cycling,,,2014,3659,21,329853,5907,time
33,Tom Dumoulin,Team Giant - Shimano,,,2014,3659,21,330426,6480,time
34,Sylvain Chavanel,IAM Cycling,,,2014,3659,21,330439,6493,time
35,Peter Stetina,BMC Racing Team,,,2014,3659,21,330702,6756,time
36,Jakob Fuglsang,Astana Pro Team,,,2014,3659,21,330836,6890,time
37,Giovanni Visconti,Movistar Team,,,2014,3659,21,330934,6988,time
38,Greg Van Avermaet,BMC Racing Team,,,2014,3659,21,330940,6994,time
39,Nicolas Roche,Tinkoff - Saxo,,,2014,3659,21,331071,7125,time
40,Bram Tankink,Belkin Pro Cycling,,,2014,3659,21,331088,7142,time
41,Ion Izaguirre Insausti,Movistar Team,,,2014,3659,21,331196,7250,time
42,Thomas Voeckler,Team Europcar,,,2014,3659,21,331664,7718,time
43,Michael Schär,BMC Racing Team,,,2014,3659,21,331729,7783,time
44,Rafal Majka,Tinkoff - Saxo,,,2014,3659,21,332219,8273,time
45,Amael Moinard,BMC Racing Team,,,2014,3659,21,332299,8353,time
46,Kristijan Ðurasek,Lampre - Merida,,,2014,3659,21,332424,8478,time
47,Tony Martin,Omega Pharma-Quick Step,,,2014,3659,21,332681,8735,time
48,José Serpa,Lampre - Merida,,,2014,3659,21,332892,8946,time
49,Michele Scarponi,Astana Pro Team,,,2014,3659,21,333046,9100,time
50,Paul Voss,Team Netapp-Endura,,,2014,3659,21,333114,9168,time
51,Rudy Molard,"Cofidis, Solutions Credits",,,2014,3659,21,333208,9262,time
